Municipality,Population,Votedyes,Votedno,Voted,DidNotVote,Affected1984,Affected1985,Affected1986,Affected1987,Affected1988,Affected1989,Affected1990,Affected1991,Affected1992,Affected1993,Affected1994,Affected1995,Affected1996,Affected1997,Affected1998,Affected1999,Affected2000,Affected2001,Affected2002,Affected2003,Affected2004,Affected2005,Affected2006,Affected2007,Affected2008,Affected2009,Affected2010,Affected2011,Affected2012,Affected2013,Affected2014,Affected2015,Affected2016,Affected2017,Weightedaffected84to2002,Weightedaffected2003to2016,Weightedaffected,Affected9999,Total_affected,affected84to2002,affected2003to2016,Divipola,Departamento,Municipio,Rurality2010,PovertyIndex2013,IDHMpnud2010,ArmedGroups,Rezagoescolar,COBERTURA_NETA_MEDIA,ProportionAffected,ProporTotAff,Weightedaffected10group,ConflictIndex,ndicedeindicenciadelconflictocategora,ConflictCategory
68418,12299,42.04,57.95,48.17,51.83, ,4, , ,3, , ,8,5, , ,11,7, ,27,1, ,5, ,4,14, , ,4,8,5,10, ,3, ,8, , , ,141659,112453,254112, ,127,71,56,68418,Santander,Los Santos,0.4658,0.7704,0.614821157,0,39.3,40,20.66119197,0.010326043,2,0.001225323,Bajo,1
68425,2336,56.78,43.21,37.43,62.57,14, , , ,21,25,77, ,4,22,16,14,10,1,17,18,58,302,50,33,26,5,38,17, ,12,5, ,16, ,6, ,8, ,1296434,333137,1629571, ,815,649,166,68425,Santander,Macaravita,0.5094,0.7272,0.605717401,0,29.9,45.78,697.5903253,0.348886986,3,0.001458719,Bajo,1
68432,18352,38.31,61.68,43.67,56.33,22,5,17,3,23,12,4,11,5,34,35,43,21,4,45,53,143,367,265,57,52,85,76,109,64,31,11,10,4,33,7,3,10,11,2222704,1107814,3330518, ,1675,1112,552,68432,Santander,Málaga,0.3069,0.7372,0.680356716,0,17.5,47.44,181.4798387,0.091270706,5,0.002262247,Bajo,1
68444,5238,39.36,60.63,46.48,53.52,30,2,28,1,8,43,38,57,55,124,82,70,101,91,200,240,304,373,366,277,163,76,139,150,100,75,5,7,39,8,5,3,8,6,4421261,2116164,6537425, ,3274,2213,1055,68444,Santander,Matanza,0.4412,0.6782,0.623708523,0,31.2,67.33,1248.076556,0.625047728,6,0.025722085,Medio,3
68464,10885,43.69,56.3,37.99,62.01,2, , , ,1,3, ,4,2,1,8,22, ,102,68,9,83,74,158,16,18,55,31,72,33,18,23,24,11,1,4,1, ,1,1073645,616221,1689866, ,845,537,307,68464,Santander,Mogotes,0.5149,0.6339,0.629115423,0,33.7,42.54,155.2472209,0.077629766,3,0.004521484,Bajo,1
68468,5130,39.01,6.098,39.89,60.11, , , , ,1, ,20,16, ,4,2,3,4,1,11,6,11,177,90,12,14, ,44,48,12,15,4,8,11,5, ,7, , ,691899,361353,1053252, ,526,346,180,68468,Santander,Molagavita,0.4879,0.6949,0.647041745,0,26.9,36.95,205.3122807,0.102534113,3,0.002604789,Bajo,1
68498,4748,69.77,30.22,44.26,55.74,7, , , ,1,1,3, , , ,8, , , , ,2, ,7,2,9, , ,8,20,5,6, , , , ,2, , , ,61796,100337,162133, ,81,31,50,68498,Santander,Ocamonte,0.4325,0.5118,0.621741022,0,30.9,39.51,34.14764111,0.017059815,1,0.00249373,Bajo,1
68500,11815,44.41,55.58,42.39,57.61, , , , ,5,5,1, , ,6,3, , ,6, ,5,3,12,31,22,25,14,48,14,9,7,6,3, ,7,5,3, , ,153866,327056,480922, ,240,77,163,68500,Santander,Oiba,0.4724,0.8066,0.635691123,0,28.1,29.81,40.70435887,0.020313161,2,0.00376748,Bajo,1
68502,5003,53.36,46.63,33.62,66.38, ,6, , , , , , ,4, ,7,1,1,24,8,21,13,22,63,23,18,31,24,36,19,71,27,6,3,6,7, ,16, ,339866,576287,916153, ,457,170,287,68502,Santander,Onzaga,0.5694,0.6034,0.611966321,0,29.6,63.93,183.1207276,0.091345193,3,0.005578578,Bajo,1
68522,3374,68.44,31.55,43.9,56.1,2, , , ,34,4, ,3, , ,5, , , , , ,2,10,3,1,5, ,3, , , , , , , , , ,5, ,125475,28121,153596, ,77,63,14,68522,Santander,Palmar,0.3705,0.6766,0.645756045,0,23.6,33.87,45.52341434,0.022821577,1,0.001060674,Bajo,1
68524,2227,53.56,46.43,41.29,58.71,2, , , , , , , , , , , , , ,8, , ,11,5,4, ,5, , , , , ,2, ,3, , , , ,51973,28098,80071, ,40,26,14,68524,Santander,Palmas del Socorro,0.4691,0.6156,0.635611413,0,25.5,28.95,35.95464751,0.017961383,1,0.002637466,Bajo,1
68533,4158,51.19,48.8,49.54,50.46, , , , , , ,6, , , , , , , ,13,1, ,3,17, , ,9, , , , , , , , , ,3, , ,79950,24090,104040, ,52,40,12,68533,Santander,Páramo,0.4549,0.7363,0.647684365,0,30,60.26,25.02164502,0.012506013,1,0.004039515,Bajo,1
68547,152707,39.91,6.008,48.81,51.19,24,3, ,5,16,9,10,28,14,22,53,25,18,50,94,61,73,106,126,97,114,165,119,185,127,104,68,57,81,36,44,63,33,30,1472041,2596369,4068410, ,2060,737,1293,68547,Santander,Piedecuesta,0.319,0.7762,0.656720134,0,26.1,53.9,26.64926473,0.013493597,5,0.004976375,Bajo,1
68549,5285,56.25,43.74,42.65,57.35, , , , , , , ,2, , , , , , , , ,6, ,26,7,6, ,16,8,3,1, , , ,2, , , , ,68034,86256,154290, ,77,34,43,68549,Santander,Pinchote,0.416,0.6997,0.653740184,0,31.9,50.83,29.19394513,0.014569536,1,0.002188707,Bajo,1
68572,12270,57.3,42.69,34.62,65.38,38,12,1,1,1,27,7,20,15,38,6,4,18,11,5,31,39,58,54,31,37,25,23,29,47,22,4,3,17,20, ,1, , ,770204,519833,1290037, ,645,386,259,68572,Santander,Puente Nacional,0.4497,0.575,0.656648943,0,29.5,41.44,105.1374898,0.052567237,3,0.006324193,Bajo,1
68573,7655,32.18,67.81,28.53,71.47,45,106,174,312,222,111,98,58,81,41,42,41,57,51,136,188,119,116,103,131,204,321,414,467,208,75,39,31,27,32,23,9,24, ,4185900,4023218,8209118, ,4106,2101,2005,68573,Santander,Puerto Parra,0.587,0.8833,0.628407726,0,40.5, ,1072.386414,0.53638145,6,0.017634312,Medio bajo,2
68575,31510,48.69,51.3,37.7,62.3,110,66,31,66,86,223,110,137,139,125,128,199,159,442,644,503,797,1047,875,440,592,698,762,802,649,530,381,315,194,255,298,233,139,100,11759434,12626135,24385569,4,12279,5887,6288,68575,Santander,Puerto Wilches,0.5258,0.4663,0.625256382,0,40.1,22.71,773.8993653,0.389685814,8,0.012353457,Medio bajo,2
68615,26896,33.34,66.65,37.58,62.42,154,179,156,246,162,185,311,354,325,415,290,307,355,416,672,422,858,840,570,438,540,421,623,517,381,215,99,76,110,56,75,30,40,34,14401960,7265933,21667893,8,10880,7217,3621,68615,Santander,Rionegro,0.5127,0.8132,0.61814664,0,35.5,29.4,805.6176755,0.404521118,8,0.019893793,Medio,3
68655,18493,30.85,69.14,38.46,61.54,176,132,96,84,208,276,242,311,339,362,155,498,313,456,1000,499,551,954,1023,466,571,608,638,659,394,285,209,110,142,81,125,88,104,33,15321232,8991671,24312903,1,12189,7675,4480,68655,Santander,Sabana de Torres,0.548,0.7576,0.638045422,0,35.2,31.11,1314.70843,0.659114259,8,0.042563751,Alto,4
68669,8432,55.58,44.41,43.54,56.46,3, ,4,12,10,11,21,43,20,40,34,38,55,17,80,61,95,108,68,132,38,24,52,34,22,4,21,5,2,8,5,13,4, ,1437820,730152,2167972, ,1084,720,364,68669,Santander,San Andrés,0.4782,0.6322,0.655578782,0,24.1,66.86,257.1124288,0.128557875,4,0.003479925,Bajo,1
68673,3995,67.67,32.32,29.44,70.56,1,4,33,8,23,37, , , ,6,12,1, ,6, ,2,19,110,32,17,44,29,18,26,22,10, , ,1,11,4, ,8, ,586710,381267,967977, ,484,294,190,68673,Santander,San Benito,0.4341,0.6915,0.630612691,0,26.9,72.79,242.2971214,0.121151439,3,0.00541951,Bajo,1
68679,45605,50.46,49.53,43.56,56.44,17, ,2,2,3,3,3,4, ,1,8,2,18,9, ,9,14,33,41,45,24,10,36,49,31,15,17,13,14,3,3,5, ,7,337481,531860,869341, ,441,169,265,68679,Santander,San Gil,0.3141,0.7661,0.677536362,0,28.2,21.77,19.06240544,0.009669992,3,0.001584657,Bajo,1
68682,2445,61.9,38.09,33.3,66.7, , , , ,1, ,2,2, , , , , , ,7,68,8,16,49,17, ,27,4,50,10,4, ,8, , ,1, , , ,305982,242778,548760, ,274,153,121,68682,Santander,San Joaquín,0.525,0.4869,0.610505234,0,30.5,84.12,224.4417178,0.11206544,2,0.004040089,Bajo,1
68684,4303,32.74,67.25,46.41,53.59, , , , , , , ,9,6, , ,4, ,2, , ,9,26,50,25,32,15,22,9,41,6,4,5,8, , , , , ,211971,335046,547017, ,273,106,167,68684,Santander,San José de Miranda,0.4371,0.6741,0.651392993,0,30.4,44.71,127.1245643,0.063444109,2,0.00475947,Bajo,1
68686,2349,54.3,45.69,38.17,61.83,5,8, , ,5,2, , ,3, , , ,6,3, , ,10,48,74,7,8,14,6,15,1, , ,2, , , , , ,3,327857,106294,434151, ,220,164,53,68686,Santander,San Miguel,0.4835,0.4713,0.632218415,0,28.7,23.72,184.8237548,0.093656875,2,0.009536363,Medio bajo,2
68689,34759,40.76,59.23,37.35,62.65,343,258,446,668,848,565,482,550,641,661,391,568,357,323,843,422,581,854,691,407,513,603,478,664,386,219,104,54,160,92,92,41,28,13,20916343,7707964,28624307,1,14347,10492,3841,68689,Santander,San Vicente de Chucurí,0.4855,0.7882,0.649025034,0,37.1,48.28,823.5077822,0.412756408,9,0.006754263,Medio bajo,2
68705,2122,36.01,63.98,36.79,63.21,2, , ,11, , , ,1,3,18, ,1, , ,19,20,18,2,58,12,1,20,9,61,17,5, ,20,7, , ,6,3, ,305721,323244,628965, ,314,153,161,68705,Santander,Santa Bárbara,0.5496,0.7263,0.617950875,0,34.5,41.88,296.4019793,0.14797361,2,0.005466228,Bajo,1
68720,4288,38.48,61.51,35.89,64.11,182,78,84,104,32,44,46,113,42,50,37,104,11,56,75,72,418,189,188,162,73,70,53,79,97,35,14,58,61,23,11,6, ,1,3839748,1489143,5328891,1,2669,1925,742,68720,Santander,Santa Helena del Opón,0.5655,0.476,0.589357046,0,40.8,43.42,1242.745103,0.622434701,6,0.009961468,Medio bajo,2
68745,7688,56.04,43.95,38.82,61.18,39,53,40,231,330,227,169,66,111,81,123,82,50,76,226,242,515,597,626,355,222,307,445,435,309,86,61,23,37,47,38,29,26,5,7752401,4855750,12608151, ,6309,3884,2420,68745,Santander,Simacota,0.5806,0.4909,0.612305792,0,43.9,24.74,1639.978018,0.820629553,7,0.014454467,Medio bajo,2
68755,30717,46.27,53.72,40.19,59.81,22, , ,12,4,7,7,1,13, ,11,8,8,1,24,14,39,47,22,47,19,53,34,47,34,18,4,6,10,34,6,29,2,1,479072,688668,1167740,1,585,240,343,68755,Santander,Socorro,0.3374,0.8482,0.673558889,0,30.8,38.23,38.0160823,0.019044829,3,0.002185149,Bajo,1
68770,10212,53.98,46.01,32.43,67.57,5,24, ,23,37,11,14,32, ,9,1,14,15,10,12,9,27,71,84,175,46,49,43,58,33,6,12,10, ,3,18, , ,4,794245,908457,1702702,1,856,398,453,68770,Santander,Suaita,0.4753,0.8341,0.626251075,0,25.8,49.87,166.7354093,0.083822953,4,0.004125539,Bajo,1
68773,8324,38.73,61.26,31.83,68.17,25,15,35,13,32,26,34,13,28,27,27,28,17,58,42,32,108,577,169,157,60,95,168,268,187,120,75,95,59,55,60,39,10,17,2609431,2907449,5516880,1,2772,1306,1448,68773,Santander,Sucre,0.536,0.8201,0.618604652,0,34.7,47.51,662.7679,0.333012975,6,0.029860303,Medio,3
68780,3264,37.25,62.74,44.52,55.48,36,6,45,28,44,20,81,113,37,72,48,34,26,24,73,59,574,543,376,353,209,103,52,52,34,12,12,7, , ,1,3,12,2,4473421,1703914,6177335, ,3091,2239,850,68780,Santander,Suratá,0.5763,0.6845,0.636025548,0,26.3,35.14,1892.56587,0.946997549,6,0.041690569,Alto,4
68820,7129,41.28,58.71,41.19,58.81,16, ,2,10,8,17,4,34,28,18,36,9,13,29,41,66,36,43,106,39,35,31,38,48,24,5,12,9,4,4,12,15, , ,1030314,553925,1584239, ,792,516,276,68820,Santander,Tona,0.5231,0.6161,0.613754531,0,28.4,37.84,222.2245757,0.111095525,3,0.008659666,Medio bajo,2
68855,4607,50.84,49.15,41.01,58.99,2, , , , , , ,4, , ,2, , , ,20, ,3,3,21,13,15, ,2,17,17,10, , , , , , , , ,109925,148456,258381, ,129,55,74,68855,Santander,Valle de San José,0.4333,0.8028,0.641683498,0,27.3,43.58,56.08443673,0.028000868,2,0.003218812,Bajo,1
68861,18993,54.26,45.73,37.68,62.32,24,32,9,11,41,14,29,27,6,15,17,4,4,37,23,20,45,66,35,50,45,63,118,77,101,28,36,6,43,53,11,10,11, ,915356,1309063,2224419, ,1111,459,652,68861,Santander,Vélez,0.4741,0.7159,0.610770128,0,24.2,54.19,117.1178329,0.058495235,4,0.006591591,Medio bajo,2
68867,2444,16.19,83.8,39.56,60.44, , , , , , ,7, ,14,5,21, , ,1,24, ,23, ,5, ,10, , ,12,9, , , ,4, , , , , ,199616,70244,269860, ,135,100,35,68867,Santander,Vetas,0.5021,0.4931,0.65663861,0,16,51.75,110.4173486,0.055237316,2,0.000914223,Bajo,1
68872,5753,38.99,61,37.7,62.3, , , , , , ,2, , , ,4, , , , , ,11,8,4, ,14,10,8, , , , , ,4, ,10,6, , ,57972,104432,162404, ,81,29,52,68872,Santander,Villanueva,0.423,0.7908,0.642525538,0,25.5,22.92,28.22944551,0.014079611,1,0.001168868,Bajo,1
68895,8891,38.63,61.36,35.56,64.44,11,31,6,60,43,12,56,54,119,69,30,32,53,63,50,85,118,124,136,98,29,54,27,54,33,22, ,10, ,4, ,2, , ,2298836,667874,2966710,3,1488,1152,333,68895,Santander,Zapatoca,0.4934,0.7719,0.636886217,0,35.8,58.92,333.675627,0.167360252,4,0.00433571,Bajo,1
70001,279031,54.37,45.62,35.93,64.07,443,25,22,31,24,79,110,92,140,186,189,310,428,491,395,486,1802,1578,1479,1981,1147,2167,842,1006,547,390,214,326,339,373,677,917,441,338,16603710,22820278,39423988,2,20017,8310,11367,70001,Sucre,Sincelejo,0.2258,0.8403,0.643598961,1,28.3,54.33,141.2909432,0.071738577,9,0.008783487,Medio bajo,2
70110,9618,68.77,31.22,33.78,66.22,8,10, ,3,11,18,18,11,45,47,5,34,12,261,10,18,92,128,734,197,424,3048,260,83,106,12,49,24,22,25,35,5,6,8,2928912,8614628,11543540, ,5769,1465,4296,70110,Sucre,Buenavista,0.4172,0.6661,0.629240757,0,32.9,49.91,1200.201705,0.599812851,7,0.007123668,Medio bajo,2
70124,12184,77.33,22.66,32.13,67.87,13, ,6, ,19,45,17,6,48,42, ,17,31,26,81,17,61,243,804,122,98,61,101,80,26,58,46,42,31,28,32,1,21,4,2951468,1499416,4450884, ,2227,1476,747,70124,Sucre,Caimito,0.5111,0.5918,0.571868077,0,41.2,38.59,365.3056467,0.182780696,5,0.005074847,Bajo,1
70204,5803,70.14,29.85,35.14,64.86,198,27,28,40,63,126,107,160,217,171,108,420,901,367,1643,2314,5131,5216,2754,1527,2076,1198,706,515,360,120,101,59,16,47,25,53,63,24,39967601,13767291,53734892, ,26881,19991,6866,70204,Sucre,Coloso,0.4461,0.6173,0.593230428,0,41.4,33.13,9259.846976,4.632259176,10,0.04778019,Alto,4
70215,62830,61,38.99,39.67,60.33,74,8,5,18,21,42,42,20,28,92,62,575,170,196,164,99,237,222,278,284,385,353,251,346,192,75,125,115,65,68,61,59,15,7,4698046,4804454,9502500, ,4754,2353,2394,70215,Sucre,Corozal,0.3373,0.643,0.640765746,0,27.6,37.28,151.2414452,0.075664491,7,0.005396173,Bajo,1
70221,13779,50.03,49.96,35.69,64.31,14, ,2,4, , , ,22,3, ,22, , ,18,17,17,22,22,27,22,43,3,30,23,33,80,38,26,8,39,18,38,55,14,379313,916549,1295862, ,660,190,456,70221,Sucre,Coveñas,0.3265,0.6245,0.667669517,0,30,55.49,94.0461572,0.047898977,3,0.004583126,Bajo,1
70230,4367,65.09,34.9,31.66,68.34,101,8,5,3,32,41,84,69,468,97,81,148,1719,426,620,381,1434,1584,1421,483,662,754,302,212,168,58,98,24,38,24,25,17,8,3,17428861,5761774,23190635, ,11598,8722,2873,70230,Sucre,Chalán,0.4453,0.2572,0.581101541,0,39.5,41.71,5310.427067,2.655827799,8,0.037228748,Alto,4
70233,10670,77.95,22.04,37.84,62.16,11,6,18,2,18,7,22,6,18,34,46,101,122,155,64,116,148,360,355,504,385,456,321,468,288,190,122,35,51,29,40,24,16, ,3215599,5876318,9091917, ,4538,1609,2929,70233,Sucre,El Roble,0.4576,0.2025,0.59732766,0,36.4,36.42,852.1009372,0.425304592,7,0.01531954,Medio bajo,2
70235,20515,41.78,58.21,33.81,66.19,20,19,15,15,15,23,12,2,2,29,136,39,91,750,110,139,192,435,907,2599,1081,782,570,795,452,160,72,142,102,67,32,34,9,4,5898465,13829551,19728016,6,9858,2951,6897,70235,Sucre,Galeras,0.4401,0.6886,0.632617754,0,41,31.04,961.6386059,0.480526444,8,0.013769408,Medio bajo,2
70265,17646,51.56,48.43,28.01,71.99,51,16,23,95,39,32,39,12,50,55,25,43,38,173,399,199,591,533,859,258,224,354,274,278,226,233,158,209,237,409,219,353,256,121,6539502,7411432,13950934, ,7081,3272,3688,70265,Sucre,Guaranda,0.4761,0.6099,0.614348885,1,48.5,43.12,790.6003627,0.401280744,7,0.007660227,Medio bajo,2
70400,11262,79.54,20.45,31.7,68.3, ,3, ,4,10,9, ,13,7, ,19,11,14,10,6,15,28,115,39,35,14,48,28,19,26,22,5,10,8,12,10,19,14,6,605422,542169,1147591, ,579,303,270,70400,Sucre,La Unión,0.4719,0.7191,0.616121399,0,39.7,22.11,101.8993962,0.051411827,3,0.001949468,Bajo,1
70418,19245,76.74,23.25,43.55,56.45,82,49,19,18,10,74,127,128,265,418,147,209,315,585,602,388,1364,2128,1163,574,905,904,650,895,680,233,89,123,28,124,86,46,32,16,16168971,10772161,26941132, ,13476,8091,5369,70418,Sucre,Los Palmitos,0.3972,0.049,0.626199579,1,33.1,35.7,1399.902936,0.700233827,9,0.012127982,Medio bajo,2
70429,33438,57.93,42.06,26.57,73.43,37,5,22,15,30,37,60,58,63,52,101,199,214,692,571,430,685,563,711,283,379,366,266,312,209,233,290,194,185,265,212,242,106,146,9081953,7114737,16196690,2,8235,4545,3542,70429,Sucre,Majagual,0.5003,0.3866,0.598695606,0,43.2,53.84,484.3797476,0.246276691,8,0.005054601,Bajo,1
70473,14583,65.45,34.54,40.75,59.25,125,21,2,17,28,32,51,97,163,82,113,117,444,202,574,493,850,1362,821,417,885,674,829,543,292,94,38,14,26,19,107,31,6,5,11179205,7973270,19152475, ,9574,5594,3975,70473,Sucre,Morroa,0.4175,0.2108,0.612932174,0,32.6,42.25,1313.342591,0.656517863,8,0.012016155,Medio bajo,2
70508,21030,72.51,27.48,37.09,62.91,278,99,45,81,139,166,269,311,632,499,501,521,596,6320,1746,1445,8007,10073,4150,2185,2742,3221,3305,1742,1276,258,259,132,70,71,103,95,61,60,71717333,31127830,102845163,2,51460,35878,15520,70508,Sucre,Ovejas,0.446,0.6302,0.601875409,1,38.4,52.11,4890.402425,2.446980504,10,0.052593376,Alto,4
70523,13953,69.67,30.32,35.2,64.8,23,3,2, ,3,9,33,24,35,37,30,15,142,79,89,90,310,325,445,324,246,257,159,95,107,79,78,69,33,41,60,13,4,8,3386226,3139994,6526220, ,3267,1694,1565,70523,Sucre,Palmito,0.4256,0.6407,0.583771222,0,46.9,29.15,467.7288038,0.234143195,6,0.004433626,Bajo,1
70670,38067,59.62,40.27,37.79,62.21,12,4,9,8,10,8,14,27,65,50,47,71,67,162,32,57,120,119,163,116,169,115,62,118,53,52,33,54,37,51,122,80,63,47,2086990,2259636,4346626, ,2217,1045,1125,70670,Sucre,Sampués,0.3531,0.7696,0.60826803,1,41.1,40.94,114.1835711,0.05823942,5,0.002974873,Bajo,1
70678,25723,64.34,35.65,29.64,70.36,49,30,46,38,103,47,117,107,80,92,64,142,119,268,182,172,565,899,6516,911,1919,962,812,627,671,306,578,279,107,94,108,86,51,11,19275479,15069575,34345054,1,17159,9636,7511,70678,Sucre,San Benito Abad,0.5541,0.4848,0.581476702,0,42.3,28.77,1335.188508,0.667068382,9,0.016355285,Medio bajo,2
70702,12557,71.3,28.69,40.39,59.61,9,4,18,1,7,11,50,12,5,60,81,30,37,127,76,53,127,101,115,79,117,138,133,162,718,65,46,55,19,9,2,32,3,8,1845219,3167622,5012841, ,2510,924,1578,70702,Sucre,San Juan de Betulia,0.4174,0.6241,0.640924328,0,26.7,53.16,399.2068966,0.199888508,5,0.007546733,Medio bajo,2
70708,57775,63.61,36.38,26.62,73.38,39,21,21,38,26,25,31,47,32,62,81,129,127,125,170,150,329,382,466,218,305,388,280,274,235,315,274,246,283,307,271,307,418,438,4597073,8282047,12879120,1,6861,2301,4121,70708,Sucre,San Marcos,0.4614,0.6193,0.596495132,1,44.4,37.24,222.9185634,0.118753786,7,0.003772538,Bajo,1
70713,50647,78.01,21.98,25.53,74.47,300,33,18,31,64,71,53,111,128,134,130,447,847,1622,1885,3460,10962,5255,7153,5003,5458,4538,2564,1982,746,548,394,295,249,151,523,263,235,378,65398072,46024852,111422924,8,56039,32704,22949,70713,Sucre,San Onofre,0.4539,0.6463,0.582616391,1,45.3,28.49,2199.990602,1.106462377,10,0.018301055,Medio bajo,2
70717,16005,64.86,35.13,36.2,63.8,18,31,43,56,33,21,47,38,103,114,66,113,217,139,164,174,444,368,624,480,363,437,221,187,202,79,59,87,46,29,44,33,28,9,5619724,4604074,10223798, ,5117,2813,2295,70717,Sucre,San Pedro,0.4108,0.6662,0.616501281,0,32.3,54.37,638.7877538,0.31971259,7,0.012848284,Medio bajo,2
70742,34016,61.02,38.97,35.79,64.21,5, , ,1,1, ,1,15,2,15,36,17,20,111,62,36,62,171,256,108,379,230,139,105,89,56,38,72,25,18,18,12,5,25,1621438,2595993,4217431, ,2130,811,1294,70742,Sucre,San Luis de Sincé,0.4253,0.7679,0.62225576,1,35.1,32.92,123.9837429,0.062617592,5,0.004155586,Bajo,1
70771,22403,55.76,44.23,27.4,72.6,119,16,10,47,61,109,115,148,279,147,225,382,500,4509,1516,1088,1321,1405,2720,624,928,1365,703,774,525,235,253,144,132,357,260,289,47,15,29407369,13319426,42726795,1,21369,14717,6636,70771,Sucre,Sucre,0.5283,0.7395,0.596582546,1,38.5,28.47,1907.190778,0.953845467,9,0.011328198,Medio bajo,2
70820,33871,70.23,29.76,34.49,65.51,3, ,1, ,3,3, ,2,17,7,19,116,94,66,98,457,685,699,241,125,163,134,113,73,43,33,44,49,25,58,242,61,26,44,5020926,2388279,7409205, ,3744,2511,1189,70820,Sucre,Santiago de Tolú,0.3986,0.698,0.631099582,0,37.2,33.26,218.7477488,0.110537038,6,0.008817976,Medio bajo,2
70823,18895,71.73,28.26,41.68,58.32,98,23,24,26,23,41,57,69,60,76,107,351,343,281,510,1104,1808,2601,2878,1750,1502,1575,1169,2040,772,264,237,159,125,85,134,197,112,99,20956104,20304326,41260430, ,20700,10480,10121,70823,Sucre,Tolú Viejo,0.4219,0.7184,0.619749171,0,34,43.6,2183.669225,1.095527917,9,0.015622923,Medio bajo,2
73001,558805,39.39,60.6,46.49,53.51,157,23,28,25,50,62,54,124,91,162,160,211,202,170,267,410,615,1043,1295,1112,1473,1356,1688,2756,2594,1582,1511,1591,1676,1607,1629,1583,891,467,10288982,46312839,56601821,2,28667,5149,23049,73001,Tolima,Ibagué,0.274,0.849,0.671632558,1,23.1,46.99,101.2890151,0.051299625,10,0.009881951,Medio bajo,2
73024,4974,31.02,68.97,40.72,59.28,11,4,15,4,8, ,6, ,4,5,2, ,2,10,21,64,414,161,165,152,118,101,106,150,77,134,103,105,72,51,71,46,112,11,1791614,2808129,4599743, ,2305,896,1398,73024,Tolima,Alpujarra,0.5729,0.7753,0.634557278,0,19.9,43.43,924.7573382,0.463409731,5,0.012235079,Medio bajo,2
73026,8816,48.11,51.88,33.09,66.91,2, , , ,1,10,12,2,27,15,43,56,35,26,22,42,74,95,186,188,191,182,143,195,188,229,133,153,113,96,135,77,58,12,1295012,4179616,5474628, ,2741,648,2081,73026,Tolima,Alvarado,0.4789,0.7941,0.622487292,1,32.5,46.82,620.9877495,0.310911978,6,0.024552589,Medio,3
73030,6755,51.92,48.07,34.71,65.29,4, , , , ,15,6,16,15,7,16,6,14,6,23,27,40,38,108,37,61,75,52,134,137,52,10,21,77,52,48,56,18,12,681379,1667275,2348654, ,1183,341,830,73030,Tolima,Ambalema,0.4687,0.6778,0.627094123,0,31.3,31.85,347.6911917,0.175129534,4,0.013853889,Medio bajo,2
73043,18638,30.54,69.45,31.65,68.35,24,2,7,6,8,9,3,12,33,57,27,68,86,38,37,98,207,429,552,416,265,352,445,824,825,649,346,380,432,562,303,273,282,82,3404815,12765926,16170741,1,8140,1703,6354,73043,Tolima,Anzoátegui,0.4556,0.6341,0.597090754,0,40.1,15.93,867.6221161,0.43674214,8,0.021407798,Medio,3
73055,11839,51.7,48.29,35.07,64.93,45,14,8,5,2,16,20,16,9,19,13,15,15,15,42,98,82,156,321,321,238,166,400,220,164,30,27,42,38,55,36,26,12,7,1820502,3561256,5381758, ,2693,911,1775,73055,Tolima,Armero,0.4781,0.6856,0.627618858,0,31.6,40.33,454.5787651,0.227468536,6,0.016740957,Medio bajo,2
73067,22589,32.45,67.54,35.11,64.89,132,41,48,76,123,102,109,102,47,87,63,110,165,283,218,758,1941,3313,3471,765,843,989,1594,1781,1168,608,545,578,805,1000,1513,1094,260,83,22374646,27209679,49584325,13,24828,11189,13543,73067,Tolima,Ataco,0.5087,0.705,0.601310557,1,39,24.52,2195.065076,1.09911904,10,0.020439407,Medio,3
73124,19641,30.86,69.13,37.34,62.66,44,21,5,19,2,16,14,4,26,25,11,21,72,35,39,69,108,237,415,793,500,409,586,698,590,413,358,257,425,388,511,346,238,61,2364261,13079966,15444227, ,7756,1183,6512,73124,Tolima,Cajamarca,0.4501,0.7127,0.604719619,0,36.3,33.8,786.3258999,0.394888244,8,0.033446539,Alto,4
73148,8835,35.2,64.79,41.47,58.53, , , , , , , , , ,2,30, , ,6, , ,4,35,2,53,40,12,33,52,20,13,15,9,4,6,3,9,24, ,157827,588154,745981, ,372,79,293,73148,Tolima,Carmen de Apicalá,0.4451,0.7465,0.665064181,0,27,54.55,84.43474816,0.042105263,3,0.004595696,Bajo,1
73152,6661,49.17,50.82,38.98,61.02,16,16,25, ,5, ,26,28,20,7,31,20,24,11,20,66,101,119,202,299,228,221,262,220,261,178,130,198,136,101,61,59,38,6,1472375,4802486,6274861, ,3135,737,2392,73152,Tolima,Casabianca,0.4541,0.7182,0.589294287,0,34.9,33.47,942.0298754,0.470650053,6,0.023084583,Medio,3
73168,47248,44.99,55,32.84,67.16,170,43,67,44,151,278,113,213,145,96,162,246,183,319,468,515,835,1234,2273,1276,1074,1495,2322,2705,3046,1649,1239,1549,1404,1139,1640,1154,580,105,15095814,44742309,59838123, ,29932,7555,22272,73168,Tolima,Chaparral,0.5037,0.6936,0.606518216,1,35.2,35.45,1266.468909,0.633508297,10,0.03964176,Alto,4
73200,9810,56.25,43.74,35.03,64.97,1,4, , , , , ,6,6, , , , ,4,6,4,20,37,85,33,42,44,45,36,52,29,19,24,46,50,32,35,7,8,346001,992427,1338428, ,675,173,494,73200,Tolima,Coello,0.4811,0.7547,0.625091235,1,31,29.55,136.4350663,0.068807339,3,0.006674474,Medio bajo,2
