Municipality,Population,Votedyes,Votedno,Voted,DidNotVote,Affected1984,Affected1985,Affected1986,Affected1987,Affected1988,Affected1989,Affected1990,Affected1991,Affected1992,Affected1993,Affected1994,Affected1995,Affected1996,Affected1997,Affected1998,Affected1999,Affected2000,Affected2001,Affected2002,Affected2003,Affected2004,Affected2005,Affected2006,Affected2007,Affected2008,Affected2009,Affected2010,Affected2011,Affected2012,Affected2013,Affected2014,Affected2015,Affected2016,Affected2017,Weightedaffected84to2002,Weightedaffected2003to2016,Weightedaffected,Affected9999,Total_affected,affected84to2002,affected2003to2016,Divipola,Departamento,Municipio,Rurality2010,PovertyIndex2013,IDHMpnud2010,ArmedGroups,Rezagoescolar,COBERTURA_NETA_MEDIA,ProportionAffected,ProporTotAff,Weightedaffected10group,ConflictIndex,ndicedeindicenciadelconflictocategora,ConflictCategory
15403,2435,75.4,24.59,37.87,62.13,1, , , , , , , ,1,6, ,19,3,3, ,79,9,10,170,12,3, , ,19,22,5,1, ,1, ,6, ,3, ,602089,144556,746645, ,373,301,72,15403,Boyacá,La Uvita,0.5224,0.6839,0.652064373,0,24.2,68.75,306.6303901,0.153182752,3,0.004773757,Bajo,1
15407,16984,51.79,48.2,47.95,52.05, , , , , , , , , , , , , , , ,4,1, ,2, ,1, , , , , , , , , , , , , ,14000,2004,16004, ,8,7,1,15407,Boyacá,Villa de Leyva,0.4033,0.8346,0.692135148,0,28.8,20,0.942298634,0.000471032,1,0.001034078,Bajo,1
15425,4827,38.92,61.07,34.27,65.73,3, , , , , , ,15,2,5,3, , , ,3,11,14,31,51,41,86,14,31,7,11, , , ,3, ,6, , , ,275864,398980,674844, ,337,138,199,15425,Boyacá,Macanal,0.5052,0.6898,0.642545365,0,22.7,43.75,139.8060907,0.06981562,2,0.007991341,Medio bajo,2
15442,7424,74.91,25.08,29.83,70.17,2,16,39,19,5,24,47,8,17,6,5,12,5,12,13,2,5,12,58,61,9,63,41,61,59,31,6,6,23,33,8, ,5,5,611845,814981,1426826, ,718,307,406,15442,Boyacá,Maripí,0.4519,0.6813,0.602113154,0,37.4,50.32,192.1910022,0.096713362,3,0.008249793,Medio bajo,2
15455,9779,65.39,34.6,48.73,51.27,22,2,8, ,12,25,24,122,84,67,38,19,28,26,27,38,154,191,195,134,107,21,74,16,31,10,14,6,21,7,4, ,2, ,2160584,896466,3057050, ,1529,1082,447,15455,Boyacá,Miraflores,0.4739,0.8085,0.64858841,0,20.5,40,312.6137642,0.156355456,4,0.003414724,Bajo,1
15464,4657,23.98,76.01,42.11,57.89,7, , ,5, , , , , , ,6,9,7,3,10,57,24,7,8,28,102,25,15,7,4,6,1, ,17,9, , ,9,4,285651,447317,732968, ,370,143,223,15464,Boyacá,Mongua,0.5547,0.7083,0.616584466,0,28.9,29.07,157.3905948,0.07945029,3,0.008624513,Medio bajo,2
15466,4985,37.85,62.14,39.36,60.64, , , , , , , , , , , , ,5, , , , , , ,5,2, , ,6, , , , , , , , ,5, ,9980,36145,46125, ,23,5,18,15466,Boyacá,Monguí,0.4282,0.6502,0.648386372,0,37.9,52.03,9.252758275,0.004613842,1,0.003249004,Bajo,1
15469,21345,51.92,48.07,37.19,62.81,3,4, , ,5,3, ,3,2,2,9, , , ,5,1,5,33,34,82,16,63,50,51,27, ,7,3,9,6, , , , ,217778,629787,847565, ,423,109,314,15469,Boyacá,Moniquirá,0.4027,0.7575,0.635179299,0,34.5,42.29,39.70789412,0.019817287,3,0.004111131,Bajo,1
15476,8195,53.32,46.67,37.38,62.62, , , , , , , , , , , , , , ,3, , , ,5,2, , , , , , , , , , , ,12, , ,16004,28186,44190, ,22,8,14,15476,Boyacá,Motavita,0.3932,0.6147,0.659150718,0,43.6,47.45,5.392312386,0.002684564,1,0.00080463,Bajo,1
15480,8914,36.85,63.14,33.63,66.37,19,27,45,85,150,259,108,39,54,27,42,38,32,21,40,30,26,63,63,23,78,57,94,97,61,60,5,9,40,22,17,7,24,10,2326301,1192579,3518880, ,1772,1168,594,15480,Boyacá,Muzo,0.4225,0.7818,0.616535828,0,26.3,48.53,394.7588064,0.198788423,5,0.007656052,Medio bajo,2
15491,16353,50.23,49.76,49.72,50.28, , , ,8, , , , , , , , , ,2, ,3,5,6, ,12, ,4, ,21, , ,4,1, , ,5, , , ,47893,94324,142217, ,71,24,47,15491,Boyacá,Nobsa,0.3248,0.8526,0.800917855,0,31.5,39.3,8.696691739,0.004341711,1,0.000977161,Bajo,1
15494,6602,63.95,36.04,38.93,61.07,1, , , , , , , , , , , , , , , , , , ,1, , , ,15,20, , ,1, , , , , ,6,1984,74279,76263, ,44,1,37,15494,Boyacá,Nuevo Colón,0.3796,0.7799,0.65428209,0,31.4,45.74,11.55149955,0.006664647,1,0.001486815,Bajo,1
15500,2831,55.15,44.84,47.44,52.56, , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , ,11976,0,11976, ,6,6,0,15500,Boyacá,Oicatá,0.4633,0.7116,0.6702288,0,39.3,51.36,4.230307312,0.002119392,1,0.002056909,Bajo,1
15507,10671,44.04,55.95,36.98,63.02,104,64,121,72,109,60,67,123,46,56,26,32,26,31,32,32,44,115,126,63,83,134,169,258,201,58,37,86,38,121,50,24,28,7,2561999,2710994,5272993, ,2643,1286,1350,15507,Boyacá,Otanche,0.5275,0.7498,0.625718082,0,34.2,45.27,494.1423484,0.24768063,6,0.017170724,Medio bajo,2
15511,2453,49.73,50.26,38.93,61.07,3, , , ,2, , , , , , , ,7, , , , ,7,3,2,2, ,7, , ,4, , , , , ,2, , ,43913,34122,78035, ,39,22,17,15511,Boyacá,Pachavita,0.452,0.7397,0.621572171,0,19.7,30.25,31.81206686,0.015898899,1,0.002477601,Bajo,1
15514,2867,47.65,52.34,52.52,47.48,14,3,19,33,32,48,48,169,82,27,10,2,22,8,59,171,176,671,388,152,128,47,38,36,34,19,12,15,15,2, ,10, , ,3960254,1018767,4979021, ,2490,1982,508,15514,Boyacá,Páez,0.5807,0.7811,0.625781751,0,31.1,26.65,1736.665853,0.868503662,5,0.011027385,Medio bajo,2
15516,31021,55.97,44.02,46.09,53.91, , , , , , , , , , , , , , ,1,4, ,1,19,29,21,13,2,11,1,2, , ,3, , , ,11, ,50033,186563,236596, ,118,25,93,15516,Boyacá,Paipa,0.4132,0.8588,0.694918757,0,28,43.24,7.62696238,0.003803875,1,0.001524634,Bajo,1
15518,1670,36.96,63.03,37.94,62.06,7,1,2,42,2,5,4,46,10,11,17,11,31,77,67,60,82,74,136,72,64,54,49,26,46,73,36,31,58,22,19,32,40,16,1368249,1249312,2617561,4,1327,685,622,15518,Boyacá,Pajarito,0.6068,0.7129,0.618008015,0,28,49.59,1567.401796,0.794610778,4,0.083276145,Muy Alto,5
15522,1452,45.96,54.03,40.43,59.57, , , , , , , , ,3, , , , , ,26,9,12,11,26,4,6,3,4, ,6, , , , , ,1, , , ,173978,48137,222115, ,111,87,24,15522,Boyacá,Panqueba,0.4664,0.6169,0.629313964,0,22.5,55.7,152.9717631,0.076446281,1,0.001205276,Bajo,1
15531,10797,65.47,34.52,35.77,64.23,20,91,90,70,52,59,57,51,33,57,26,15,29,5,29,21,75,55,37,34,44,50,85,98,86,25,7,10,2,30,13,29,14, ,1736868,1058072,2794940, ,1399,872,527,15531,Boyacá,Pauna,0.4774,0.7336,0.600876581,0,33,56.9,258.862647,0.12957303,4,0.009986177,Medio bajo,2
15533,2537,45.51,54.48,52.41,47.59,5,2, ,7,11,2,19, ,8,4,10,50,37,47,21,25,40,21,18,22,61,48,76,51,60,32,15,9,29,14,10,13,44,2,652754,971949,1624703, ,813,327,484,15533,Boyacá,Paya,0.626,0.759,0.58776817,0,46.5, ,640.4032322,0.320457233,3,0.035288792,Alto,4
15537,4618,66.4,33.59,39.81,60.19, , , , , , , ,7, , ,4, , ,3, ,3,15,14,19,15, ,10, ,3,2, , , , , , , , , ,129953,60132,190085, ,95,65,30,15537,Boyacá,Paz de Río,0.472,0.7043,0.65554679,0,18.9,35,41.16175834,0.020571676,1,0.002772534,Bajo,1
15542,7862,40.09,59.9,28.34,71.66, , , , , , , ,5, ,19,24, , ,9,1, , ,15,3,1,63,25,4, ,13,6,2,1,2,12, ,6,6, ,151670,282959,434629, ,217,76,141,15542,Boyacá,Pesca,0.4866,0.6994,0.627921289,0,23.5,42.53,55.2822437,0.027601119,2,0.002222613,Bajo,1
15550,1323,43.23,56.76,45.34,54.66,1,1, ,34,7, , , ,12,6,11,4,4,4,20,32,29,67,44,49,92,50,37,23,26,19,1,3,4,26,35,15,15,1,551274,792911,1344185,2,674,276,395,15550,Boyacá,Pisba,0.6759,0.4226,0.575672067,1,41.5,38.04,1016.01285,0.509448224,3,0.083314493,Muy Alto,5
15572,55694,30.76,69.23,40.72,59.28,303,245,213,100,122,78,138,154,156,87,96,109,72,145,158,188,253,349,482,490,434,456,505,631,491,465,136,180,213,347,261,222,265,104,6875215,10234677,17109892,1,8649,3448,5096,15572,Boyacá,Puerto Boyacá,0.4904,0.8264,0.630625433,1,33.3,40.51,307.2124825,0.155295005,8,0.011571178,Medio bajo,2
15580,7776,37.4,62.59,35.87,64.13,15, ,13,27,6,80,16,33,13,36, ,15,2,1,2, ,17,5,10,11,37,49,38,60,42,20,2,4,15,39,5,8,8, ,579397,678659,1258056, ,629,291,338,15580,Boyacá,Quípama,0.4435,0.6798,0.614347075,1,26,37.78,161.787037,0.080889918,3,0.006907111,Medio bajo,2
15599,9926,53.64,46.35,32.42,67.58, , , , , , , , , ,5, , , , , , , , ,19,46,5,26,11,5,7,9, ,7,4, ,6, , , ,48003,252735,300738, ,150,24,126,15599,Boyacá,Ramiriquí,0.4103,0.8007,0.637504333,0,25,33.48,30.29800524,0.015111828,2,0.001502343,Bajo,1
15600,13682,48.91,51.08,37.85,62.15, , , , , ,2, , , , , , , ,5, , , , , , ,12, , , , , , , , , ,4, , , ,13963,32104,46067, ,23,7,16,15600,Boyacá,Ráquira,0.44,0.775,0.625165682,0,28.8,27.46,3.366978512,0.001681041,1,0.001564386,Bajo,1
15621,2796,52.4,47.59,40.69,59.31, , , , ,2, , , , , , , , , ,14,4,4, ,2,6, ,1,10,5,15,1,7, , , ,5, ,1, ,51948,102403,154351, ,77,26,51,15621,Boyacá,Rondón,0.5304,0.6102,0.621737224,0,24.9,54.9,55.20422031,0.027539342,1,0.002688515,Bajo,1
15632,12309,64.24,35.75,38.34,61.66,1,11, , , , , ,3, , , , , , ,2, ,3, ,12,3, ,10,5,9, ,7, , ,6, ,5, , , ,63812,90357,154169, ,77,32,45,15632,Boyacá,Saboyá,0.4529,0.8261,0.639544859,0,24.9,13.25,12.52490048,0.006255585,1,0.003752483,Bajo,1
15638,3780,52.94,47.05,40.66,59.34,1, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,5, , ,3, ,5986,16113,22099, ,11,3,8,15638,Boyacá,Sáchica,0.4412,0.7922,0.641446403,0,36,33.91,5.846296296,0.002910053,1,0.002324422,Bajo,1
15646,20116,50.03,49.96,36.17,63.83,1, ,7, , , , , , , , ,3, , ,3, ,1, ,17,7,2,1,15, ,3, , ,4,3,10, , ,1,2,63899,92374,156273, ,80,32,46,15646,Boyacá,Samacá,0.3964,0.704,0.619343177,0,38,56.72,7.768592165,0.003976934,1,0.002063723,Bajo,1
15660,1867,63.91,36.08,48.59,51.41, , , , , ,12,65,139,20,28,2,4, , , ,11,26,29,12,23,5,11,12,9,6, ,5,8, ,1, ,3, , ,693621,166523,860144, ,431,348,83,15660,Boyacá,San Eduardo,0.5332,0.6595,0.623084699,0,27.3,52.56,460.7091591,0.230851634,3,0.009353793,Medio bajo,2
15664,5158,52.84,47.15,34.71,65.29,1, , , , , , , , , , , , , , ,1,4,10,19,14,11,2,5,10,5,2, ,4,6, ,1, , , ,70031,120384,190415, ,95,35,60,15664,Boyacá,San José de Pare,0.423,0.5768,0.609495562,0,36.6,44.99,36.91644048,0.018417991,1,0.005304364,Bajo,1
15667,4996,36.11,63.88,39.63,60.37,7,3,13, ,5,12,6,10,47,21,18,14,1,31,37,29,47,124,115,98,197,85,79,50,30,17,1,10,21,8,8, , , ,1078772,1211312,2290084, ,1144,540,604,15667,Boyacá,San Luis de Gaceno,0.55,0.6958,0.638466584,0,27.1,37.18,458.3835068,0.228983187,4,0.008910772,Medio bajo,2
15673,3582,33.82,66.17,31.54,68.46,7, , , , ,11,9, ,5,10,4, ,13,4,11,50,14,127,160,41,34,10,29,42,18,14, , , ,1,6, ,13, ,849854,417352,1267206, ,633,425,208,15673,Boyacá,San Mateo,0.48,0.6737,0.625512674,0,22.4,36.93,353.7705193,0.176716918,3,0.004096026,Bajo,1
15676,4548,48.25,51.74,39.89,60.11, , , , , , , , , ,4, ,2, , , , , , , , , ,2, , , , , , ,4, , , , , ,11962,12058,24020, ,12,6,6,15676,Boyacá,San Miguel de Sema,0.4475,0.7574,0.717340171,0,26.3,40.96,5.281442392,0.002638522,1,0.001579701,Bajo,1
15681,10478,31.91,68.08,32.53,67.47,3,55,73,63,44,40,19,7,43,15,34,22,22,2,29,21,21,40,30,15,123,85,125,99,47,31,47,6,8,22,7,7,2,4,1161229,1252213,2413442,3,1214,583,624,15681,Boyacá,San Pablo de Borbur,0.4392,0.7876,0.600283101,0,31.7,46.62,230.3342241,0.115861806,4,0.011021744,Medio bajo,2
15686,7671,51.68,48.31,32.17,67.83,10, , , , , , , , ,8, , , , ,5,9, ,16,28,10,10,33,26,7,31,3,9,4,3, ,3, ,6, ,151837,291023,442860, ,221,76,145,15686,Boyacá,Santana,0.3965,0.7549,0.593249875,1,27.1,40.85,57.73171686,0.028809803,2,0.004915052,Bajo,1
15690,3918,39.76,60.23,34.36,65.64,10,4,12,5,27, ,11,29,36,9, ,1,12, ,7,3,18,29,18,40,84,50,18,21,7,22,3,2,6,3, ,6, , ,460496,525468,985964, ,493,231,262,15690,Boyacá,Santa María,0.5393,0.7975,0.666901866,0,25.9,41.21,251.6498213,0.125829505,3,0.006639168,Medio bajo,2
15693,13407,42.82,57.17,46.31,53.69, , , , , , , , , , , , , , ,2, ,3,5,2,15,5,2,5,10,1, ,5, ,1, ,6, ,4, ,24005,108393,132398, ,66,12,54,15693,Boyacá,Santa Rosa de Viterbo,0.3997,0.6852,0.676242297,0,29.8,54.77,9.875289028,0.004922802,1,0.00125978,Bajo,1
15696,2658,61.89,38.1,35.33,64.67, , , , , , , ,10, , , , , , , , , , ,1, , , ,1,5, , , , ,10, , ,4, , ,21912,40221,62133, ,31,11,20,15696,Boyacá,Santa Sofía,0.4747,0.6742,0.619745327,0,22.2,32.89,23.3758465,0.011662904,1,0.001078898,Bajo,1
15720,2306,50.74,49.25,32.23,67.77, , , , , , , , , , , ,4, ,5,14, ,49,4,10,26,3,4,4,14,5, , ,1, ,9, ,14,7, ,171961,174722,346683, ,173,86,87,15720,Boyacá,Sativanorte,0.5414,0.6211,0.621671699,0,21.4,36.75,150.339549,0.075021683,2,0.003253123,Bajo,1
15723,1094,53.09,46.9,30.72,69.28, , , , , , , , , , , , , , , , ,1,1,8, , , ,5,5, , , ,4, , ,3, , , ,20017,34151,54168, ,27,10,17,15723,Boyacá,Sativasur,0.5137,0.7159,0.665972007,0,14.4,53.61,49.51371115,0.024680073,1,0.001444948,Bajo,1
15740,8967,34.87,65.12,36.92,63.08, , , , , , , , , , , , ,1, , , , , , , , , ,3,4, ,3, , , , , , ,10,4,1996,40233,42229, ,25,1,20,15740,Boyacá,Siachoque,0.4401,0.7841,0.640886449,0,31.2,48.96,4.709378834,0.002788,1,0.002686291,Bajo,1
15753,7069,42.34,57.65,47.56,52.44, , , , , , , , , , ,8, ,6,5, ,2,3,47,21,6,15,15,13,17, , , ,3, , ,3,12, , ,184000,168605,352605, ,176,92,84,15753,Boyacá,Soatá,0.427,0.6853,0.639414395,0,17.8,77.05,49.880464,0.02489744,2,0.002005023,Bajo,1
15755,7934,39.45,60.54,35.52,64.48,11, ,1,2, ,19,1,14,4,16, ,6,16,14,27,23,23,32,53,71,116,129,89,93,37,33,26,10,18,28,29,36,18, ,523220,1471284,1994504, ,995,262,733,15755,Boyacá,Socotá,0.5481,0.6516,0.601130903,0,31.5,38.38,251.3869423,0.125409629,4,0.00961056,Medio bajo,2
15757,7092,49.52,50.47,38.93,61.07,2, , , ,13, , ,8, ,4,8,1,2,8,20,18,17,53,47,192,10,8,19,17,22,3,5, ,15,12,4,7,19, ,401716,667943,1069659, ,534,201,333,15757,Boyacá,Socha,0.4614,0.7644,0.624682804,0,19.9,63.71,150.8261421,0.075296108,3,0.001867517,Bajo,1
15759,112790,49.26,50.73,46.92,53.08,21,1,1,1,4, ,3,11,20,8,5,9,15,7,24,43,53,130,96,94,54,63,62,43,40,23,1,3,16,33,43,23,29,13,903304,1058088,1961392, ,992,452,527,15759,Boyacá,Sogamoso,0.2728,0.8536,0.688056856,0,26.7,65.01,17.3897686,0.008795106,4,0.004596013,Bajo,1
15761,3555,60.59,39.4,32.2,67.8,1, , , , , , ,10, , , , , ,1,2, ,6,10,16,14,10,36,4, ,10,12,1, , ,1, , ,1,3,91929,178513,270442, ,138,46,89,15761,Boyacá,Somondoco,0.4113,0.6834,0.644624232,0,14.7,76.72,76.07369902,0.038818565,2,0.005403574,Bajo,1
15762,3027,59.91,40.08,52.17,47.83, , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , ,0,6012,6012, ,3,0,3,15762,Boyacá,Sora,0.4366,0.7658,0.647668835,0,43.5,62.93,1.986124876,0.00099108,1,0.002437589,Bajo,1
15763,7578,51.51,48.48,38.24,61.76, , , , , , , , , , , , , , , , ,3, ,3,8,3,5, ,3, ,9, , , , , , ,4, ,12006,64227,76233, ,38,6,32,15763,Boyacá,Sotaquirá,0.4936,0.7987,0.630803985,0,33.1,40.39,10.05977831,0.005014516,1,0.001436227,Bajo,1
15764,5279,33.19,66.8,43.46,56.54, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , ,2, , , , ,0,24106,24106, ,12,0,12,15764,Boyacá,Soracá,0.3981,0.7179,0.642547093,0,42.8,57.89,4.566395151,0.002273158,1,0.002043615,Bajo,1
15774,3027,63.09,36.9,45.19,54.81, , , , , , ,2,4,10,10,16, ,5,9,28,10,17,7,32,27,5,16,39,16, ,16, , , , ,2,4,2, ,299656,254791,554447, ,277,150,127,15774,Boyacá,Susacón,0.5293,0.6767,0.617338556,0,23.8,31.01,183.1671622,0.091509746,2,0.008022315,Medio bajo,2
15776,5890,54.87,45.12,40.25,59.75, , , , , , , , , , , , , , , ,6, ,2, ,4, , , , , , , , , , , , , , ,15996,8012,24008, ,12,8,4,15776,Boyacá,Sutamarchán,0.4429,0.6973,0.639619961,0,21.3,49.33,4.076061121,0.002037351,1,0.000493933,Bajo,1
15778,4033,48.03,51.96,35.79,64.21, , , , , , , ,1, , , ,1, ,1, ,1, , ,2,4, ,5, , ,2, , , ,3, , , ,3, ,11986,34137,46123, ,23,6,17,15778,Boyacá,Sutatenza,0.379,0.7404,0.646964767,0,18.8,49.24,11.4363997,0.005702951,1,0.003883693,Bajo,1
15790,6296,58.75,41.24,32.04,67.96,1, , , , , ,5, , , ,9,12, , ,4,1,10, ,12,4,1,9,16, ,2,2,9, , ,6,1,10, , ,107835,120523,228358, ,114,54,60,15790,Boyacá,Tasco,0.4918,0.7665,0.625136415,0,23.7,48.36,36.27033037,0.018106734,1,0.003632255,Bajo,1
15798,4052,63.45,36.54,46.77,53.23, , , , , , , , , , , , , , , , , , ,1, ,1, ,2, , , , , , ,3, , , , ,2002,12055,14057, ,7,1,6,15798,Boyacá,Tenza,0.3912,0.5889,0.644693807,0,18,54.74,3.469151037,0.001727542,1,0.000663583,Bajo,1
15804,9136,63.93,36.06,28.68,71.32, , , , , , , , , , , ,12, , , , ,6,1, , ,3, ,12, ,6, , ,14, ,4, , , , ,37941,78338,116279, ,58,19,39,15804,Boyacá,Tibaná,0.4165,0.6344,0.627786957,0,23.7,47.02,12.7275613,0.006348511,1,0.000989188,Bajo,1
15806,14196,52.22,47.77,42.97,57.03, , , , , ,6, , , , , , , , , , , ,9,15,25,2,7, , ,1, , ,1,1, , ,2,2, ,59973,82211,142184, ,71,30,41,15806,Boyacá,Tibasosa,0.382,0.8875,0.698680792,0,30.9,37.4,10.01577909,0.005001409,1,0.002229777,Bajo,1
15808,3039,55.58,44.41,45.78,54.22, , , , , , , , , ,3, , , ,1, ,5, , ,2,4, , ,6, , , , , , , , , , , ,21975,20048,42023, ,21,11,10,15808,Boyacá,Tinjacá,0.4949,0.6899,0.646981418,0,22.6,42.99,13.82790392,0.006910168,1,0.006913492,Medio bajo,2
15810,3160,51.71,48.28,33.88,66.12, , , ,6, , , ,3, , , , , , , ,9,2,23,9, , , , , , , , , , , , , , , ,103927,0,103927, ,52,52,0,15810,Boyacá,Tipacoque,0.4533,0.6801,0.612623913,0,25.6,57.01,32.88829114,0.016455696,1,0.001471793,Bajo,1
15814,10106,48.65,51.34,33.5,66.5,3, , , , , , , , , ,1, , , , ,2, , , ,4, , , ,2, , , , , ,8, ,4, , ,11944,36190,48134, ,24,6,18,15814,Boyacá,Toca,0.442,0.7076,0.649190847,0,20.8,56.43,4.762913121,0.002374827,1,0.000839581,Bajo,1
15816,4931,55.72,44.27,22.57,77.43,2, , , , , , , , , , , , , ,1,9, , ,42,9,6,2, ,9,13, ,3,5, , ,5, , , ,108041,104383,212424, ,106,54,52,15816,Boyacá,Togüí,0.4671,0.7354,0.620194248,0,30.4,28.42,43.07929426,0.021496654,1,0.002711298,Bajo,1
15820,3694,41.16,58.83,46.85,53.15, , , , , , , , , , , , ,6, , , , , , ,1,5,2,2,5, , , , ,3, ,2, ,2, ,11976,44176,56152, ,28,6,22,15820,Boyacá,Tópaga,0.3991,0.7142,0.650387673,0,29.3,47.86,15.20086627,0.007579859,1,0.00250519,Bajo,1
15822,5348,35.02,64.97,22.97,77.03, , , , , , , , , ,3,6, , , , , ,2,16,2, , , , , ,6,4, , , , , , , , ,57963,20084,78047, ,39,29,10,15822,Boyacá,Tota,0.4999,0.7739,0.613003214,0,34.4,50.98,14.59367988,0.007292446,1,0.001330011,Bajo,1
15832,1861,71.8,28.19,49.84,50.16, ,27, , , ,3,12, , , ,5,6, ,2, ,7, , , ,3,1,3,10,15,8,4, , , ,14, , , , ,123369,116475,239844, ,120,62,58,15832,Boyacá,Tununguá,0.4811,0.6732,0.632737185,0,27.9,35.38,128.8790973,0.064481462,2,0.001801292,Bajo,1
15835,6050,67.14,32.85,31.31,68.69, , , , , , , , , ,3, , , , , , , , , , ,4, , ,6, , , , , , , , , , ,5979,20058,26037, ,13,3,10,15835,Boyacá,Turmequé,0.4009,0.7901,0.651672061,0,28.2,86.49,4.303636364,0.00214876,1,0.001326664,Bajo,1
15837,9734,50.64,49.35,43.14,56.86, , , , , , , , ,6, , , , , , , , , ,1,4, ,13, ,2, , , , , , ,4,1, , ,13954,48162,62116, ,31,7,24,15837,Boyacá,Tuta,0.4508,0.7686,0.757981539,0,38.7,56.6,6.381343744,0.003184713,1,0.000819124,Bajo,1
15839,1854,54.42,45.57,51.54,48.46,1, , , , , , , ,2, ,16, ,8,22,4,1, ,16,12,7,7,23,10,20,1,5,3,6, , ,4,8, , ,163805,188689,352494, ,176,82,94,15839,Boyacá,Tutazá,0.5361,0.7183,0.635838916,0,32.4,81.63,190.1262136,0.094929881,2,0.009398859,Medio bajo,2
15842,10322,44.46,55.53,39.22,60.78, , , , , , , , , , , , , , , ,1, ,7, ,38, ,17,6,16,3, , , , ,9,3, , , ,16006,184530,200536, ,100,8,92,15842,Boyacá,Umbita,0.422,0.6642,0.646235627,0,24.6,42.39,19.42801783,0.009688045,1,0.003040805,Bajo,1
15861,15532,48.11,51.88,30.73,69.27,2,1, , , , , , ,10, , , , , , ,7, , ,6,3, ,12,3,9, , , , , , , , , , ,51878,54150,106028, ,53,26,27,15861,Boyacá,Ventaquemada,0.4036,0.7492,0.647644841,0,31.4,48.1,6.826422869,0.00341231,1,0.002933735,Bajo,1
15879,3201,43.14,56.85,32.19,67.81, , , , , , , , , , , , , , , ,1,1, , , , ,5, , , , , , , , , , , , ,3999,10025,14024, ,7,2,5,15879,Boyacá,Viracachá,0.4451,0.6338,0.644585237,0,25,40.63,4.381130897,0.002186817,1,0.002957301,Bajo,1
15897,4489,65.79,34.2,36.39,63.61,1, , , , , ,14, ,14,9,3, , ,2,1,4,38,38,43,5,75,15,20,39,8, ,9, ,7,2,9,6, , ,333763,391263,725026, ,362,167,195,15897,Boyacá,Zetaquira,0.5242,0.7607,0.636617582,0,27.1,70.07,161.5116953,0.080641568,2,0.007671164,Medio bajo,2
17001,397466,49.06,50.93,47.76,52.24,183,7,27,32,18,31,45,72,61,31,67,61,56,106,92,160,250,552,988,546,509,516,442,336,221,112,52,75,144,244,155,130,65,22,5672748,7119439,12792187, ,6408,2839,3547,17001,Caldas,Manizales,0.2021,0.8783,0.683881685,1,22.7,50.48,32.18257407,0.016121241,7,0.00899913,Medio bajo,2
17013,21865,29.15,70.84,37.31,62.69,68,8, ,3,16,44,35,20,90,79,141,26,47,113,82,160,186,331,745,514,570,359,364,362,264,102,54,56,83,29,32,31,11,6,4384268,5678983,10063251, ,5031,2194,2831,17013,Caldas,Aguadas,0.4332,0.5653,0.624050076,0,27,46.52,460.244729,0.230093757,7,0.017156463,Medio bajo,2
17042,33669,31.11,68.88,40.18,59.82,72,33,46,59,52,75,46,129,198,154,106,73,88,161,178,120,201,308,421,683,619,537,526,382,213,136,71,93,102,139,101,113,77,34,5030048,7609073,12639121,1,6347,2520,3792,17042,Caldas,Anserma,0.3339,0.6666,0.630229124,1,30.3,41.61,375.3934183,0.188511687,7,0.022335807,Medio,3
17050,11293,39.5,60.49,36.31,63.69,14,6,10,2, ,1,7,7,8,33,27,6,18,18,63,63,71,88,162,64,89,89,76,111,45,30,15,19,9,7,11,4,5, ,1206986,1151708,2358694, ,1178,604,574,17050,Caldas,Aranzazu,0.3852,0.6653,0.630619662,0,27.3,48.05,208.8633667,0.104312406,4,0.010732306,Medio bajo,2
17088,10760,41.83,58.16,38.44,61.56,10, ,9,21, ,15,1,44,26,24,15,19,13,9,14,49,86,66,80,62,62,39,30,37,30,26,42,9, ,57,48,29,38, ,1000379,1022517,2022896, ,1010,501,509,17088,Caldas,Belalcázar,0.3679,0.7897,0.602915485,0,32.2,31.39,188.001487,0.093866171,4,0.019521834,Medio,3
17174,51280,36.97,63.02,39.31,60.69,26,1,18,6, ,22,41,14,28,22,63,11,34,88,27,88,142,198,235,123,184,174,136,161,155,61,80,36,78,116,78,68,37,8,2125776,2986051,5111827, ,2559,1064,1487,17174,Caldas,Chinchiná,0.2443,0.5673,0.63353463,0,30,40.17,99.68461388,0.049902496,5,0.023498174,Medio,3
17272,10874,43.36,56.63,35.11,64.89,7,1,5, ,6,2,14,5,30,27,6,14,30, ,20,72,42,93,142,122,94,72,111,126,88,26,9,22,16,6,38,15,13, ,1031134,1521155,2552289,3,1277,516,758,17272,Caldas,Filadelfia,0.4073,0.6574,0.611634377,0,32.2,41.69,234.7148244,0.117436086,4,0.015054312,Medio bajo,2
17380,77355,33.75,66.24,36.6,63.4,205,21,46,93,99,86,150,150,167,150,168,119,118,228,196,215,551,602,788,561,571,507,397,498,532,198,98,65,192,163,268,227,123,72,8289994,8833651,17123645,1,8625,4152,4400,17380,Caldas,La Dorada,0.3739,0.8549,0.627311603,1,29.6,36.51,221.3644238,0.111498933,8,0.010439295,Medio bajo,2
